IDComentario,curtidas,rating,dataVisita,dataPublicacao,comentario,titulo,URL,critico,monitorado,opiniaoExtraida,proprioRestaurante,comentarioRespondido,IDDispositivoFK,IDFonteFK,IDHashtagFK,IDIdiomaFK,IDUsuarioFK,IDRestauranteFK,IDPostFK,IDComentarioFonte,IDConfiguracaoColetaFK,IDPostagemFonte,dataUpdateCriticidade,dataColeta
510468,0,5.0,"2025-01-01 12:08:03","2025-01-01 12:08:03",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNmczZmVmlRRRAB!2m1!1s0x0:0xd12dc3c3931b311d!3m1!1s2@1:CIHM0ogKEICAgICfs6fViQE%7CCgwIo-DUuwYQoLP_hQI%7C?hl=pt-BR,3,0,1,0,1,NULL,6,NULL,1,274929,252,NULL,,NULL,NULL,"2025-01-01 16:30:09","2025-01-01 12:08:03"
510469,0,4.0,"2025-01-01 04:08:17","2025-01-01 04:08:17",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNRbnV5ekdBEAE!2m1!1s0x0:0xd12dc3c3931b311d!3m1!1s2@1:CIHM0ogKEICAgICQnuyzGA%7CCgwIsf_SuwYQkPOirQM%7C?hl=pt-BR,3,0,1,0,1,NULL,6,NULL,1,215387,252,NULL,,NULL,NULL,"2025-01-01 16:30:09","2025-01-01 04:08:17"
510470,0,5.0,"2025-01-01 00:13:23","2025-01-01 00:13:23",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURHeWNhaHJnRRAB!2m1!1s0x0:0x13ad0b9d16d8e5a0!3m1!1s2@1:CIHM0ogKEICAgIDGycahrgE%7CCgsIo5HSuwYQyOLGZg%7C?hl=pt-BR,3,0,1,0,1,NULL,6,NULL,1,222442,254,NULL,,NULL,NULL,"2025-01-01 16:30:09","2025-01-01 00:13:23"
511005,0,NULL,"2025-01-03 12:00:03","2025-01-02 13:02:54","Orgulho da nossa equipe🙏",NULL,https://www.instagram.com/p/DEPuu6RumEb/,3,1,1,0,0,NULL,3,NULL,1,275219,253,33303,18053990579292435,NULL,NULL,"2025-05-04 23:57:34","2025-01-03 12:00:03"
511006,1,NULL,"2025-01-03 12:00:03","2025-01-03 10:10:47","Nossa o ano que nasci",NULL,https://www.instagram.com/p/DEU-8UgOoRY/,3,1,1,0,0,NULL,3,NULL,1,275220,253,33352,17954594606891190,NULL,NULL,"2025-05-04 23:57:35","2025-01-03 12:00:03"
511007,1,NULL,"2025-01-03 12:00:03","2025-01-03 09:57:40","Lembro bem dessa época",NULL,https://www.instagram.com/p/DEU-8UgOoRY/,3,1,1,0,0,NULL,3,NULL,1,275221,253,33352,18033270581392131,NULL,NULL,"2025-05-04 23:57:36","2025-01-03 12:00:03"
511009,1,NULL,"2025-01-03 12:00:03","2025-01-03 02:13:08","Minha mãe trabalhou ai nessa época 👏👏👏",NULL,https://www.instagram.com/p/DEU-8UgOoRY/,3,1,1,0,0,NULL,3,NULL,1,275222,253,33352,18050629769496797,NULL,NULL,"2025-05-04 23:57:38","2025-01-03 12:00:03"
511010,1,NULL,"2025-01-03 12:00:03","2025-01-03 00:02:17","Muitas lembranças e memórias afetivas.😍 @graca_cavalcanti_bezerra",NULL,https://www.instagram.com/p/DEU-8UgOoRY/,3,1,1,0,0,NULL,3,NULL,1,275223,253,33352,18024394379329463,NULL,NULL,"2025-05-04 23:57:39","2025-01-03 12:00:03"
511011,1,NULL,"2025-01-03 12:00:03","2025-01-02 23:38:29","Muitas lembranças mesmo. Sempre digo que fazemos parte daqueles tijolinhos de lá.....rs Quem entregava era um senhor em uma bicicleta, super gente boa ele....rs ❤️",NULL,https://www.instagram.com/p/DEU-8UgOoRY/,2,1,1,0,0,NULL,3,NULL,1,275224,253,33352,18051039161082655,NULL,NULL,"2025-01-03 16:30:09","2025-01-03 12:00:03"
511012,1,NULL,"2025-01-03 12:00:03","2025-01-02 22:06:06","Muitas memórias nesse lugar da minha infância, íamos com frequência ❤️",NULL,https://www.instagram.com/p/DEU-8UgOoRY/,2,1,1,0,0,NULL,3,NULL,1,275225,253,33352,18012797510660392,NULL,NULL,"2025-01-03 16:30:09","2025-01-03 12:00:03"
511015,1,NULL,"2025-01-03 12:00:03","2025-01-02 20:35:56","Eu fiz e faço parte dessa história com muito orgulho no coração🙌🙌🙌",NULL,https://www.instagram.com/p/DEU-8UgOoRY/,2,1,1,0,0,NULL,3,NULL,1,267237,253,33352,18068900443685667,NULL,NULL,"2025-01-03 16:30:09","2025-01-03 12:00:03"
511017,0,NULL,"2025-01-03 12:00:03","2025-01-02 14:45:38",Amooo😍,NULL,https://www.instagram.com/p/DEVArgMxdF2/,3,1,1,0,0,NULL,3,NULL,1,223846,253,33353,18020775278375894,NULL,NULL,"2025-05-04 23:57:42","2025-01-03 12:00:03"
511018,0,NULL,"2025-01-03 12:00:03","2025-01-02 14:14:48","Toppp demais. 👏👏",NULL,https://www.instagram.com/p/DEVArgMxdF2/,3,1,1,0,0,NULL,3,NULL,1,223862,253,33353,18031231694221470,NULL,NULL,"2025-05-04 23:57:43","2025-01-03 12:00:03"
511044,0,1.0,"2025-01-02 23:15:06","2025-01-02 23:15:06","TOTAL FALTA DE RESPEITO COM O CLIENTE!
Quer pagar pra se estressar?
Este é o lugar certo.
Procurem outra pizzaria, tem outras opções muito melhores por perto.",NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNmbjRpMkRBEAE!2m1!1s0x0:0x6d564417a01672e8!3m1!1s2@1:CIHM0ogKEICAgICfn4i2DA%7CCgwI-rvcuwYQoJCC-AI%7C?hl=pt-BR,1,1,1,0,1,NULL,6,NULL,1,275236,251,NULL,,NULL,NULL,NULL,"2025-01-02 23:15:06"
511045,0,5.0,"2025-01-02 18:57:29","2025-01-02 18:57:29",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNmel9uNWdnRRAB!2m1!1s0x0:0x6d564417a01672e8!3m1!1s2@1:CIHM0ogKEICAgICfz_n5ggE%7CCgsImcPbuwYQsJHKNw%7C?hl=pt-BR,3,0,1,0,1,NULL,6,NULL,1,275235,251,NULL,,NULL,NULL,"2025-01-03 16:30:12","2025-01-02 18:57:29"
511046,0,4.0,"2025-01-03 12:59:43","2025-01-03 12:59:43","Ambiente gostoso, serviço bom, porém o sabor poderia melhorar e o preço está elevado.",NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURmMFBpVGdBRRAB!2m1!1s0x0:0xd12dc3c3931b311d!3m1!1s2@1:CIHM0ogKEICAgIDf0PiTgAE%7CCgwIv77fuwYQ0Oy9hQI%7C?hl=pt-BR,2,1,1,0,1,NULL,6,NULL,1,12604,252,NULL,,NULL,NULL,"2025-01-03 16:30:12","2025-01-03 12:59:43"
511047,0,5.0,"2025-01-03 13:18:42","2025-01-03 13:18:42","Tão boa que nem houve tempo para tirar fotos! Apenas apreciar! Local limpo, agradável, bem localizado, a pizza é incrível com um preço ótimo. Hey, parabéns! Nível europeu. Voltarei um dia.",NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURmMEpIc3l3RRAB!2m1!1s0x0:0xea3441bcb240a813!3m1!1s2@1:CIHM0ogKEICAgIDf0JHsywE%7CCgwIssffuwYQkKKmiwM%7C?hl=pt-BR,2,1,1,0,1,NULL,6,NULL,1,275237,253,NULL,,NULL,NULL,"2025-01-03 16:30:12","2025-01-03 13:18:42"
511048,0,5.0,"2025-01-03 12:52:50","2025-01-03 12:52:50",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURma05fN193RRAB!2m1!1s0x0:0xea3441bcb240a813!3m1!1s2@1:CIHM0ogKEICAgIDfkN_7_wE%7CCgwIorvfuwYQgO-p4AE%7C?hl=pt-BR,3,0,1,0,1,NULL,6,NULL,1,80123,253,NULL,,NULL,NULL,"2025-01-03 16:30:12","2025-01-03 12:52:50"
511049,0,5.0,"2025-01-02 18:28:43","2025-01-02 18:28:43","Não tem o que falar, sempre aquele mesmo sabor maravilhoso e serviço impecável.",NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNmei1xcTFRRRAB!2m1!1s0x0:0x13ad0b9d16d8e5a0!3m1!1s2@1:CIHM0ogKEICAgICfz-qq1QE%7CCgwI27XbuwYQgPTwpgM%7C?hl=pt-BR,2,1,1,0,1,NULL,6,NULL,1,275238,254,NULL,,NULL,NULL,"2025-01-03 16:30:12","2025-01-02 18:28:43"
511066,NULL,3.0,"2025-01-02 00:00:00","2025-01-02 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128437,252,NULL,,NULL,NULL,"2025-01-04 00:30:07","2025-01-02 00:00:00"
511067,NULL,5.0,"2025-01-02 00:00:00","2025-01-02 00:00:00",Excelente,NULL,NULL,3,1,1,0,0,NULL,8,NULL,1,194598,254,NULL,,NULL,NULL,"2025-05-04 23:58:50","2025-01-02 00:00:00"
511068,NULL,5.0,"2025-01-02 00:00:00","2025-01-02 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128063,254,NULL,,NULL,NULL,"2025-01-04 00:30:07","2025-01-02 00:00:00"
511069,NULL,5.0,"2025-01-02 00:00:00","2025-01-02 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,140734,254,NULL,,NULL,NULL,"2025-01-04 00:30:07","2025-01-02 00:00:00"
511070,NULL,5.0,"2025-01-02 00:00:00","2025-01-02 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,135864,254,NULL,,NULL,NULL,"2025-01-04 00:30:07","2025-01-02 00:00:00"
511071,NULL,5.0,"2025-01-02 00:00:00","2025-01-02 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,144160,254,NULL,,NULL,NULL,"2025-01-04 00:30:07","2025-01-02 00:00:00"
511072,NULL,5.0,"2025-01-02 00:00:00","2025-01-02 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128851,254,NULL,,NULL,NULL,"2025-01-04 00:30:08","2025-01-02 00:00:00"
511073,0,NULL,"2025-01-04 05:00:03","2025-01-03 18:32:10","Lembro de quando vocês abriram aqui no Ipsep só pra entrega sem salão no final da década de 90. Eu fiz um pedido e não chegou. Quando liguei e falei, demorou 15 minutos o gerente chegou no carro particular dele e trouxe minha pizza de frango com catupiry.  Profissionalismo que faz a diferença de vocês até hoje.",NULL,https://www.facebook.com/grupoatlantico/posts/pfbid02QejJLzn2TS8SU3qymR7AEcatdiKB89vf8qsRbeV3MEuRQsRbBKLKpzAhP7rArfcZl,1,1,1,0,0,NULL,2,NULL,1,256941,253,33338,Y29tbWVudDo5OTM0NjI2NzYxNDYxMTFfMjMxMjY2MDU4MjQ1MTczMQ==,NULL,NULL,"2025-01-04 08:00:06","2025-01-04 05:00:03"
511103,0,NULL,"2025-01-04 06:00:05","2025-01-04 02:13:21","Minha família já frequentava a pizzaria nessa época, muitas lembranças dessa época.",NULL,https://www.instagram.com/p/DEU-8UgOoRY/,2,1,1,0,0,NULL,3,NULL,1,275267,253,33352,18067481371773156,NULL,NULL,"2025-01-04 08:30:11","2025-01-04 06:00:05"
511104,0,NULL,"2025-01-04 06:00:05","2025-01-03 22:53:58","👏👏👏👏👏 Ivanildo é um campeão",NULL,https://www.instagram.com/p/DEU-8UgOoRY/,3,1,1,0,0,NULL,3,NULL,1,275268,253,33352,17987669015773612,NULL,NULL,"2025-05-04 23:57:45","2025-01-04 06:00:05"
511105,0,NULL,"2025-01-04 06:00:05","2025-01-03 16:43:11","Eu lembro das cadeiras de madeiras, as de criança e o parque que eu amava 😂 Fui muito feliz aí com minha irmã @graazziarj_",NULL,https://www.instagram.com/p/DEU-8UgOoRY/,2,1,1,0,0,NULL,3,NULL,1,275269,253,33352,17952950564897944,NULL,NULL,"2025-01-04 08:30:11","2025-01-04 06:00:05"
511106,0,NULL,"2025-01-04 06:00:05","2025-01-03 16:36:20","Hoje é essa potência... Parabéns a todos ❤️",NULL,https://www.instagram.com/p/DEU-8UgOoRY/,2,1,1,0,0,NULL,3,NULL,1,267503,253,33352,18056696452799369,NULL,NULL,"2025-01-04 08:30:11","2025-01-04 06:00:05"
511107,0,NULL,"2025-01-04 06:00:05","2025-01-03 16:13:26","Brinquei muito nos brinquedos, na Casinha que tinha lá!",NULL,https://www.instagram.com/p/DEU-8UgOoRY/,2,1,1,0,0,NULL,3,NULL,1,275270,253,33352,18058223653935448,NULL,NULL,"2025-01-04 08:30:11","2025-01-04 06:00:05"
511108,0,NULL,"2025-01-04 06:00:05","2025-01-03 14:53:22","Bons tempos foram esses👏👏😍",NULL,https://www.instagram.com/p/DEU-8UgOoRY/,3,1,1,0,0,NULL,3,NULL,1,275271,253,33352,17935201328967011,NULL,NULL,"2025-05-04 23:57:46","2025-01-04 06:00:05"
511110,0,NULL,"2025-01-04 06:00:05","2025-01-03 14:02:16","Os anúncio colocar qual o endereço da pizzaria Atlântico , tem várias",NULL,https://www.instagram.com/p/DEXPRvJOH33/,2,1,1,0,1,NULL,3,NULL,1,275272,253,33364,18041601449196822,NULL,NULL,"2025-01-04 08:30:12","2025-01-04 06:00:05"
511111,0,NULL,"2025-01-04 06:00:05","2025-01-03 13:01:20","Essa é do bairro das Graças?",NULL,https://www.instagram.com/p/DEXPRvJOH33/,3,1,1,0,0,NULL,3,NULL,1,275273,253,33364,18032223209395083,NULL,NULL,"2025-05-04 23:57:48","2025-01-04 06:00:05"
511114,0,NULL,"2025-01-04 06:00:05","2025-01-03 22:52:11","@ivana.farias.182 Olá! Temos área Kids nas unidades: Graças, Piedade, Ipsep e Olinda 😍",NULL,https://www.instagram.com/p/DEXPRvJOH33/,2,1,0,1,0,NULL,3,NULL,1,248552,253,33364,18373969327143452,NULL,NULL,"2025-01-04 08:30:12","2025-01-04 06:00:05"
511334,0,5.0,"2025-01-04 04:41:39","2025-01-04 04:41:39","Ótima pizzaria, pizza deliciosa, tempo de espera de 30 a 40 minutos, atendimento ótimo, ar-condicionado, possui fundo musical com piano, lugar para crianças, banheiro limpos, se for seu aniversário a partir de um certo valor você ganha um bolo e cantam parabéns pra você, recomendo",NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURmMU9qaUNREAE!2m1!1s0x0:0xea3441bcb240a813!3m1!1s2@1:CIHM0ogKEICAgIDf1OjiCQ%7CCgwIg_jiuwYQ4Jb_nQI%7C?hl=pt-BR,1,1,1,0,1,NULL,6,NULL,1,275411,253,NULL,,NULL,NULL,"2025-01-04 16:00:05","2025-01-04 04:41:39"
511335,0,4.0,"2025-01-04 12:12:23","2025-01-04 12:12:23","Local agradável, muito bonito, pizzas gostosas. Vale a experiência.",NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURmckxpTzVnRRAB!2m1!1s0x0:0x13ad0b9d16d8e5a0!3m1!1s2@1:CIHM0ogKEICAgIDfrLiO5gE%7CCgwIp8vkuwYQsMKfqQM%7C?hl=pt-BR,2,1,1,0,1,NULL,6,NULL,1,275413,254,NULL,,NULL,NULL,"2025-01-04 16:30:10","2025-01-04 12:12:23"
511336,0,5.0,"2025-01-03 23:15:47","2025-01-03 23:15:47",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURmaE42QlZnEAE!2m1!1s0x0:0x13ad0b9d16d8e5a0!3m1!1s2@1:CIHM0ogKEICAgIDfhN6BVg%7CCgsIo9_huwYQgO-4Xg%7C?hl=pt-BR,3,0,1,0,1,NULL,6,NULL,1,275412,254,NULL,,NULL,NULL,"2025-01-04 16:30:10","2025-01-03 23:15:47"
511361,NULL,5.0,"2025-01-03 00:00:00","2025-01-03 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128466,251,NULL,,NULL,NULL,"2025-01-05 00:30:08","2025-01-03 00:00:00"
511362,NULL,5.0,"2025-01-03 00:00:00","2025-01-03 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,137062,251,NULL,,NULL,NULL,"2025-01-05 00:30:08","2025-01-03 00:00:00"
511363,NULL,5.0,"2025-01-03 00:00:00","2025-01-03 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128647,251,NULL,,NULL,NULL,"2025-01-05 00:30:09","2025-01-03 00:00:00"
511364,NULL,5.0,"2025-01-02 00:00:00","2025-01-02 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,186259,251,NULL,,NULL,NULL,"2025-01-05 00:30:09","2025-01-02 00:00:00"
511365,NULL,5.0,"2025-01-03 00:00:00","2025-01-03 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,127929,251,NULL,,NULL,NULL,"2025-01-05 00:30:09","2025-01-03 00:00:00"
511366,NULL,5.0,"2025-01-02 00:00:00","2025-01-02 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128060,251,NULL,,NULL,NULL,"2025-01-05 00:30:09","2025-01-02 00:00:00"
511367,NULL,5.0,"2025-01-02 00:00:00","2025-01-02 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128025,251,NULL,,NULL,NULL,"2025-01-05 00:30:09","2025-01-02 00:00:00"
511368,NULL,5.0,"2025-01-02 00:00:00","2025-01-02 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,136852,251,NULL,,NULL,NULL,"2025-01-05 00:30:09","2025-01-02 00:00:00"
511369,NULL,5.0,"2025-01-02 00:00:00","2025-01-02 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,140024,251,NULL,,NULL,NULL,"2025-01-05 00:30:09","2025-01-02 00:00:00"
511370,NULL,5.0,"2025-01-02 00:00:00","2025-01-02 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128517,251,NULL,,NULL,NULL,"2025-01-05 00:30:09","2025-01-02 00:00:00"
511371,NULL,5.0,"2025-01-02 00:00:00","2025-01-02 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,140735,251,NULL,,NULL,NULL,"2025-01-05 00:30:09","2025-01-02 00:00:00"
511372,NULL,5.0,"2025-01-02 00:00:00","2025-01-02 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,274541,251,NULL,,NULL,NULL,"2025-01-05 00:30:09","2025-01-02 00:00:00"
511373,NULL,4.0,"2025-01-02 00:00:00","2025-01-02 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,111740,251,NULL,,NULL,NULL,"2025-01-05 00:30:09","2025-01-02 00:00:00"
511374,NULL,5.0,"2025-01-03 00:00:00","2025-01-03 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128586,252,NULL,,NULL,NULL,"2025-01-05 00:30:09","2025-01-03 00:00:00"
511375,NULL,5.0,"2025-01-03 00:00:00","2025-01-03 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,186251,252,NULL,,NULL,NULL,"2025-01-05 00:30:09","2025-01-03 00:00:00"
511376,NULL,5.0,"2025-01-03 00:00:00","2025-01-03 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,151085,252,NULL,,NULL,NULL,"2025-01-05 00:30:09","2025-01-03 00:00:00"
511377,NULL,5.0,"2025-01-03 00:00:00","2025-01-03 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,186251,252,NULL,,NULL,NULL,"2025-01-05 00:30:09","2025-01-03 00:00:00"
511378,NULL,5.0,"2025-01-03 00:00:00","2025-01-03 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,275430,252,NULL,,NULL,NULL,"2025-01-05 00:30:09","2025-01-03 00:00:00"
511379,NULL,5.0,"2025-01-03 00:00:00","2025-01-03 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128666,254,NULL,,NULL,NULL,"2025-01-05 00:30:09","2025-01-03 00:00:00"
511380,NULL,5.0,"2025-01-03 00:00:00","2025-01-03 00:00:00",NULL,NULL,NULL,3,0,0,0,0,NULL,8,NULL,1,128519,254,NULL,,NULL,NULL,"2025-01-05 00:30:09","2025-01-03 00:00:00"
511419,0,NULL,"2025-01-05 06:00:04","2025-01-04 13:22:18","Nessa época vendia o material  de utensílios loja Ferreira Meirelles e toda vez que ia pegar mercadoria levavam pizza pra os funcionários da loja sempre valorizei a qualidade e sabor de vocês.",NULL,https://www.instagram.com/p/DEU-8UgOoRY/,2,1,1,0,0,NULL,3,NULL,1,275441,253,33352,18038651756091270,NULL,NULL,"2025-01-05 08:30:09","2025-01-05 06:00:04"
511422,0,NULL,"2025-01-05 06:00:04","2025-01-04 21:26:12","Babando aqui Gente!",NULL,https://www.instagram.com/p/DEawGiGuZG4/,3,1,1,0,0,NULL,3,NULL,1,223889,253,33385,18013387367676184,NULL,NULL,"2025-05-04 23:57:54","2025-01-05 06:00:04"
511665,0,5.0,"2025-01-05 01:39:14","2025-01-05 01:39:14",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURmb3VhaGpBRRAB!2m1!1s0x0:0xd12dc3c3931b311d!3m1!1s2@1:CIHM0ogKEICAgIDfouahjAE%7CCgsIwsXnuwYQ6Nu1Yg%7C?hl=pt-BR,3,0,1,0,1,NULL,6,NULL,1,275568,252,NULL,,NULL,NULL,"2025-01-05 16:30:08","2025-01-05 01:39:14"
511666,0,5.0,"2025-01-04 22:37:57","2025-01-04 22:37:57",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURmZ3BXbTR3RRAB!2m1!1s0x0:0xea3441bcb240a813!3m1!1s2@1:CIHM0ogKEICAgIDfgpWm4wE%7CCgwIxfDmuwYQ6Nb9kAE%7C?hl=pt-BR,3,0,1,0,1,NULL,6,NULL,1,49803,253,NULL,,NULL,NULL,"2025-01-05 16:30:08","2025-01-04 22:37:57"
511697,NULL,4.0,"2025-01-04 00:00:00","2025-01-04 00:00:00","Muito bom, mas a batata vem murcha. O ideal é fazer batata rústica no forno pra melhorar o prato por delivery.",NULL,NULL,1,1,1,0,0,NULL,8,NULL,1,112114,251,NULL,,NULL,NULL,"2025-01-06 00:00:10","2025-01-04 00:00:00"
511698,NULL,5.0,"2025-01-04 00:00:00","2025-01-04 00:00:00",NULL,NULL,NULL,1,0,0,0,0,NULL,8,NULL,1,186251,251,NULL,,NULL,NULL,"2025-01-06 00:00:10","2025-01-04 00:00:00"
511699,NULL,5.0,"2025-01-04 00:00:00","2025-01-04 00:00:00",NULL,NULL,NULL,1,0,0,0,0,NULL,8,NULL,1,127944,251,NULL,,NULL,NULL,"2025-01-06 00:00:10","2025-01-04 00:00:00"
511700,NULL,5.0,"2025-01-04 00:00:00","2025-01-04 00:00:00",NULL,NULL,NULL,1,0,0,0,0,NULL,8,NULL,1,111808,251,NULL,,NULL,NULL,"2025-01-06 00:00:10","2025-01-04 00:00:00"
511701,NULL,5.0,"2025-01-04 00:00:00","2025-01-04 00:00:00",NULL,NULL,NULL,1,0,0,0,0,NULL,8,NULL,1,128570,251,NULL,,NULL,NULL,"2025-01-06 00:00:10","2025-01-04 00:00:00"
511702,NULL,5.0,"2025-01-04 00:00:00","2025-01-04 00:00:00",NULL,NULL,NULL,1,0,0,0,0,NULL,8,NULL,1,275579,251,NULL,,NULL,NULL,"2025-01-06 00:00:10","2025-01-04 00:00:00"
511703,NULL,5.0,"2025-01-04 00:00:00","2025-01-04 00:00:00",NULL,NULL,NULL,1,0,0,0,0,NULL,8,NULL,1,147947,252,NULL,,NULL,NULL,"2025-01-06 00:00:10","2025-01-04 00:00:00"
511704,NULL,5.0,"2025-01-04 00:00:00","2025-01-04 00:00:00",NULL,NULL,NULL,1,0,0,0,0,NULL,8,NULL,1,128651,254,NULL,,NULL,NULL,"2025-01-06 00:00:10","2025-01-04 00:00:00"
511705,NULL,5.0,"2025-01-04 00:00:00","2025-01-04 00:00:00",NULL,NULL,NULL,1,0,0,0,0,NULL,8,NULL,1,136199,254,NULL,,NULL,NULL,"2025-01-06 00:00:10","2025-01-04 00:00:00"
511706,NULL,5.0,"2025-01-04 00:00:00","2025-01-04 00:00:00",NULL,NULL,NULL,1,0,0,0,0,NULL,8,NULL,1,127936,254,NULL,,NULL,NULL,"2025-01-06 00:00:10","2025-01-04 00:00:00"
511707,NULL,5.0,"2025-01-04 00:00:00","2025-01-04 00:00:00",NULL,NULL,NULL,1,0,0,0,0,NULL,8,NULL,1,275583,254,NULL,,NULL,NULL,"2025-01-06 00:00:10","2025-01-04 00:00:00"
511708,NULL,5.0,"2025-01-04 00:00:00","2025-01-04 00:00:00",NULL,NULL,NULL,1,0,0,0,0,NULL,8,NULL,1,144284,254,NULL,,NULL,NULL,"2025-01-06 00:00:10","2025-01-04 00:00:00"
511709,NULL,5.0,"2025-01-04 00:00:00","2025-01-04 00:00:00",NULL,NULL,NULL,1,0,0,0,0,NULL,8,NULL,1,128829,254,NULL,,NULL,NULL,"2025-01-06 00:00:10","2025-01-04 00:00:00"
511912,0,5.0,"2025-01-06 04:52:35","2025-01-06 04:52:35",,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURmNXNyVWJnEAE!2m1!1s0x0:0xd12dc3c3931b311d!3m1!1s2@1:CIHM0ogKEICAgIDf5srUbg%7CCgoIk8PtuwYQ-Nt7%7C?hl=pt-BR,3,0,1,0,1,NULL,6,NULL,1,275712,252,NULL,,NULL,NULL,"2025-01-06 16:30:10","2025-01-06 04:52:35"
511913,0,4.0,"2025-01-06 11:41:26","2025-01-06 11:41:26",Boa,NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURnOUxfZHBnRRAB!2m1!1s0x0:0xea3441bcb240a813!3m1!1s2@1:CIHM0ogKEICAgIDg9L_dpgE%7CCgwI5oLvuwYQiMm01wE%7C?hl=pt-BR,3,1,1,0,1,NULL,6,NULL,1,66668,253,NULL,,NULL,NULL,"2025-05-04 23:57:55","2025-01-06 11:41:26"
511914,0,1.0,"2025-01-06 03:11:27","2025-01-06 03:11:27","The food was terrible, the prices are high and the protein  portion was too small to satisfy 2 people",NULL,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNZNC1HN0lREAE!2m1!1s0x0:0x13ad0b9d16d8e5a0!3m1!1s2@1:CIHM0ogKEICAgICY4-G7IQ%7CCgwI35PtuwYQyNjsjAM%7C?hl=pt-BR,1,1,1,0,1,NULL,6,NULL,1,176766,254,NULL,,NULL,NULL,NULL,"2025-01-06 03:11:27"
